FeedbackId,FeedbackNumber,Ticket,Park,Ride,SubmittedAt,Channel,Rating,Sentiment,Topic,Summary,RequiresFollowUp
362,FDB0000362,300,1,,2026-06-24T21:00:00Z,KIOSK,4,POSITIVE,CLEANLINESS,the park looked polished even during the afternoon rush,False
363,FDB0000363,4058,3,70,2026-06-05T15:30:00Z,CHATBOT,4,POSITIVE,ACCESSIBILITY,accessibility staff explained the process clearly and respectfully,False
364,FDB0000364,850,3,41,2026-08-10T12:15:00Z,EMAIL,4,NEUTRAL,WAIT_TIME,posted wait times stayed close to the actual experience,False
365,FDB0000365,1427,1,92,2026-08-25T07:00:00Z,EMAIL,3,NEGATIVE,MASCOT_EXPERIENCE,the mascot set ended abruptly and confused guests nearby,False
366,FDB0000366,1092,5,,2026-05-10T13:00:00Z,MOBILE_SURVEY,5,POSITIVE,FOOD_SERVICE,mobile ordering pickup was faster than expected,False
367,FDB0000367,1815,3,,2026-08-20T11:15:00Z,KIOSK,4,NEUTRAL,FOOD_SERVICE,the dining team handled dietary questions well,False
368,FDB0000368,3565,2,,2026-07-11T20:45:00Z,EMAIL,5,POSITIVE,FOOD_SERVICE,mobile ordering pickup was faster than expected,False
369,FDB0000369,76,5,,2026-07-10T23:15:00Z,SMS,3,NEUTRAL,STAFF_FRIENDLINESS,staff handled questions quickly and stayed upbeat,False
370,FDB0000370,72,1,99,2026-07-18T04:45:00Z,MOBILE_SURVEY,4,POSITIVE,ACCESSIBILITY,alternate entrance handling was smooth and well staffed,False
371,FDB0000371,1336,3,6,2026-07-31T03:15:00Z,MOBILE_SURVEY,5,POSITIVE,ACCESSIBILITY,support options made the visit much easier to manage,False
372,FDB0000372,1190,3,57,2026-07-22T19:00:00Z,CHATBOT,4,POSITIVE,MASCOT_EXPERIENCE,the character interaction felt organized and memorable,False
373,FDB0000373,1621,5,66,2026-07-25T15:00:00Z,CHATBOT,2,NEGATIVE,RIDE_DOWNTIME,downtime disrupted the visit more than expected,True
374,FDB0000374,4091,3,8,2026-05-16T19:30:00Z,EMAIL,3,NEUTRAL,WAIT_TIME,posted wait times stayed close to the actual experience,False
375,FDB0000375,8,2,,2026-05-16T03:00:00Z,EMAIL,2,NEGATIVE,FOOD_SERVICE,the dining line and order handoff felt disorganized,True
376,FDB0000376,2713,3,98,2026-07-19T21:00:00Z,MOBILE_SURVEY,3,NEUTRAL,MASCOT_EXPERIENCE,mascot timing and photo flow worked really well,False
377,FDB0000377,3366,3,,2026-08-16T00:30:00Z,EMAIL,5,POSITIVE,STAFF_FRIENDLINESS,"operators were calm, friendly, and clear with instructions",False
378,FDB0000378,2086,5,,2026-06-22T22:45:00Z,EMAIL,3,POSITIVE,FOOD_SERVICE,mobile ordering pickup was faster than expected,False
379,FDB0000379,238,3,,2026-06-16T08:30:00Z,MOBILE_SURVEY,5,NEUTRAL,VALUE,mobile offers made the day feel better priced,False
380,FDB0000380,253,2,17,2026-05-03T19:15:00Z,SMS,5,POSITIVE,WAIT_TIME,staff kept the line moving and communicated well,False
381,FDB0000381,3472,4,,2026-06-08T00:00:00Z,MOBILE_SURVEY,2,NEGATIVE,FOOD_SERVICE,menu communication around allergens could be clearer,True
382,FDB0000382,496,6,81,2026-08-11T10:45:00Z,MOBILE_SURVEY,5,NEUTRAL,WAIT_TIME,posted wait times stayed close to the actual experience,False
383,FDB0000383,2003,1,92,2026-06-12T16:00:00Z,KIOSK,5,NEUTRAL,RIDE_DOWNTIME,recovery options made the outage less frustrating,False
384,FDB0000384,1288,3,25,2026-06-30T20:45:00Z,MOBILE_SURVEY,5,POSITIVE,WAIT_TIME,virtual queue timing was clearer than expected,False
385,FDB0000385,1391,5,15,2026-05-12T01:45:00Z,MOBILE_SURVEY,3,NEUTRAL,WAIT_TIME,staff kept the line moving and communicated well,False
386,FDB0000386,1602,3,25,2026-05-07T11:30:00Z,MOBILE_SURVEY,3,NEGATIVE,ACCESSIBILITY,accessibility steps changed between attractions,True
387,FDB0000387,1714,5,,2026-05-20T00:15:00Z,MOBILE_SURVEY,4,NEUTRAL,VALUE,the ticket felt worth it once the add-ons were used,False
388,FDB0000388,181,3,69,2026-05-02T22:45:00Z,MOBILE_SURVEY,4,POSITIVE,WAIT_TIME,posted wait times stayed close to the actual experience,False
389,FDB0000389,3461,1,37,2026-08-27T09:00:00Z,CHATBOT,4,POSITIVE,WAIT_TIME,posted wait times stayed close to the actual experience,False
390,FDB0000390,193,3,107,2026-08-27T20:00:00Z,SMS,4,POSITIVE,MASCOT_EXPERIENCE,the character interaction felt organized and memorable,False
391,FDB0000391,3429,1,,2026-07-09T04:30:00Z,MOBILE_SURVEY,3,NEGATIVE,VALUE,premium access pricing was hard to justify,True
392,FDB0000392,2392,1,,2026-06-23T02:45:00Z,KIOSK,2,NEGATIVE,FOOD_SERVICE,menu communication around allergens could be clearer,True
393,FDB0000393,1952,3,3,2026-06-13T09:15:00Z,MOBILE_SURVEY,3,NEUTRAL,WAIT_TIME,posted wait times stayed close to the actual experience,False
394,FDB0000394,1837,3,,2026-08-01T11:45:00Z,CHATBOT,2,NEGATIVE,FOOD_SERVICE,the dining line and order handoff felt disorganized,True
395,FDB0000395,1701,2,,2026-08-19T00:30:00Z,EMAIL,4,POSITIVE,VALUE,mobile offers made the day feel better priced,False
396,FDB0000396,2240,2,,2026-05-18T19:00:00Z,KIOSK,5,POSITIVE,CLEANLINESS,the park looked polished even during the afternoon rush,False
397,FDB0000397,3673,5,15,2026-05-12T05:30:00Z,KIOSK,4,POSITIVE,RIDE_DOWNTIME,recovery options made the outage less frustrating,False
398,FDB0000398,3212,4,67,2026-07-14T05:15:00Z,MOBILE_SURVEY,5,POSITIVE,RIDE_DOWNTIME,recovery options made the outage less frustrating,False
399,FDB0000399,2329,3,,2026-05-31T11:15:00Z,MOBILE_SURVEY,2,NEGATIVE,CLEANLINESS,trash overflow was noticeable in one of the busiest zones,True
400,FDB0000400,3959,2,2,2026-05-22T18:30:00Z,EMAIL,4,POSITIVE,WAIT_TIME,staff kept the line moving and communicated well,False
401,FDB0000401,1953,3,79,2026-06-08T08:30:00Z,CHATBOT,4,POSITIVE,MASCOT_EXPERIENCE,the entertainment team kept the atmosphere lively,False
402,FDB0000402,1648,3,,2026-07-18T19:45:00Z,SMS,3,NEUTRAL,VALUE,the mix of rides and entertainment justified the price,False
403,FDB0000403,586,3,,2026-06-15T12:15:00Z,MOBILE_SURVEY,4,POSITIVE,VALUE,the ticket felt worth it once the add-ons were used,False
404,FDB0000404,1136,6,,2026-08-28T06:45:00Z,MOBILE_SURVEY,3,NEGATIVE,FOOD_SERVICE,the dining line and order handoff felt disorganized,False
405,FDB0000405,1141,5,,2026-06-12T23:00:00Z,KIOSK,2,NEGATIVE,STAFF_FRIENDLINESS,the response at the counter felt rushed and impersonal,True
406,FDB0000406,2260,1,,2026-08-01T13:30:00Z,MOBILE_SURVEY,2,NEGATIVE,FOOD_SERVICE,menu communication around allergens could be clearer,True
407,FDB0000407,2529,2,90,2026-07-23T20:30:00Z,SMS,4,NEUTRAL,MASCOT_EXPERIENCE,the character interaction felt organized and memorable,False
408,FDB0000408,251,4,,2026-08-07T02:15:00Z,EMAIL,2,NEGATIVE,STAFF_FRIENDLINESS,staff instructions were inconsistent at the ride entrance,True
409,FDB0000409,2484,3,48,2026-08-23T17:45:00Z,MOBILE_SURVEY,4,POSITIVE,RIDE_DOWNTIME,staff kept the downtime announcement short and well managed,False
410,FDB0000410,2738,3,,2026-07-06T21:00:00Z,EMAIL,4,NEUTRAL,VALUE,the mix of rides and entertainment justified the price,False
411,FDB0000411,3705,1,59,2026-07-07T17:00:00Z,MOBILE_SURVEY,3,POSITIVE,ACCESSIBILITY,accessibility staff explained the process clearly and respectfully,False
412,FDB0000412,1136,6,52,2026-08-27T11:00:00Z,EMAIL,3,NEGATIVE,ACCESSIBILITY,accessibility steps changed between attractions,True
413,FDB0000413,1365,3,3,2026-07-31T21:45:00Z,MOBILE_SURVEY,4,POSITIVE,MASCOT_EXPERIENCE,the character interaction felt organized and memorable,False
414,FDB0000414,1908,4,56,2026-05-31T03:45:00Z,MOBILE_SURVEY,4,POSITIVE,RIDE_DOWNTIME,recovery options made the outage less frustrating,False
415,FDB0000415,4113,3,93,2026-08-19T17:00:00Z,MOBILE_SURVEY,3,POSITIVE,MASCOT_EXPERIENCE,the entertainment team kept the atmosphere lively,False
416,FDB0000416,1258,5,,2026-06-06T11:00:00Z,SMS,2,NEGATIVE,STAFF_FRIENDLINESS,the response at the counter felt rushed and impersonal,True
417,FDB0000417,3194,3,,2026-06-09T21:00:00Z,EMAIL,4,POSITIVE,VALUE,mobile offers made the day feel better priced,False
418,FDB0000418,417,3,,2026-06-26T03:15:00Z,SMS,1,NEGATIVE,CLEANLINESS,restroom upkeep fell behind the crowd volume,True
419,FDB0000419,550,6,23,2026-06-08T14:30:00Z,SMS,5,POSITIVE,WAIT_TIME,virtual queue timing was clearer than expected,False
420,FDB0000420,554,5,36,2026-06-24T08:30:00Z,MOBILE_SURVEY,5,POSITIVE,ACCESSIBILITY,alternate entrance handling was smooth and well staffed,False
421,FDB0000421,1457,6,94,2026-06-05T06:15:00Z,MOBILE_SURVEY,4,NEUTRAL,WAIT_TIME,staff kept the line moving and communicated well,False
422,FDB0000422,3269,5,,2026-05-21T19:00:00Z,MOBILE_SURVEY,3,NEGATIVE,VALUE,food and add-ons pushed the visit above expectations,True
423,FDB0000423,349,1,,2026-07-24T11:45:00Z,KIOSK,5,NEUTRAL,CLEANLINESS,the park looked polished even during the afternoon rush,False
424,FDB0000424,2094,6,,2026-06-29T10:15:00Z,MOBILE_SURVEY,3,NEUTRAL,STAFF_FRIENDLINESS,staff handled questions quickly and stayed upbeat,False
425,FDB0000425,400,3,107,2026-06-09T21:45:00Z,MOBILE_SURVEY,2,NEGATIVE,ACCESSIBILITY,support was available but not communicated clearly enough,True
426,FDB0000426,1662,2,,2026-08-23T08:00:00Z,KIOSK,3,NEGATIVE,STAFF_FRIENDLINESS,the response at the counter felt rushed and impersonal,False
427,FDB0000427,756,6,52,2026-07-07T18:45:00Z,KIOSK,4,NEUTRAL,ACCESSIBILITY,support options made the visit much easier to manage,False
428,FDB0000428,997,2,,2026-07-12T19:15:00Z,EMAIL,5,NEUTRAL,FOOD_SERVICE,food service stayed efficient even during a busy window,False
429,FDB0000429,200,5,,2026-07-15T00:45:00Z,KIOSK,5,POSITIVE,CLEANLINESS,the park looked polished even during the afternoon rush,False
430,FDB0000430,1370,5,,2026-06-06T16:30:00Z,SMS,5,POSITIVE,VALUE,the mix of rides and entertainment justified the price,False
431,FDB0000431,998,3,1,2026-07-27T14:30:00Z,KIOSK,2,NEGATIVE,MASCOT_EXPERIENCE,the mascot set ended abruptly and confused guests nearby,True
432,FDB0000432,1557,1,26,2026-08-04T18:15:00Z,CHATBOT,5,POSITIVE,WAIT_TIME,staff kept the line moving and communicated well,False
433,FDB0000433,779,5,,2026-08-19T18:45:00Z,SMS,5,POSITIVE,FOOD_SERVICE,mobile ordering pickup was faster than expected,False
434,FDB0000434,2620,5,,2026-05-23T22:45:00Z,EMAIL,5,POSITIVE,FOOD_SERVICE,food service stayed efficient even during a busy window,False
435,FDB0000435,3056,5,66,2026-05-08T17:45:00Z,KIOSK,5,NEUTRAL,MASCOT_EXPERIENCE,the entertainment team kept the atmosphere lively,False
436,FDB0000436,1003,1,,2026-08-01T17:30:00Z,MOBILE_SURVEY,3,NEGATIVE,FOOD_SERVICE,menu communication around allergens could be clearer,False
437,FDB0000437,2272,3,,2026-05-20T07:30:00Z,MOBILE_SURVEY,5,NEUTRAL,FOOD_SERVICE,mobile ordering pickup was faster than expected,False
438,FDB0000438,3107,1,,2026-06-26T10:15:00Z,SMS,3,NEUTRAL,VALUE,the ticket felt worth it once the add-ons were used,False
439,FDB0000439,2072,1,,2026-07-18T19:45:00Z,CHATBOT,3,NEUTRAL,FOOD_SERVICE,mobile ordering pickup was faster than expected,False
440,FDB0000440,4144,5,47,2026-08-03T23:45:00Z,SMS,2,NEGATIVE,ACCESSIBILITY,accessibility steps changed between attractions,True
441,FDB0000441,467,6,,2026-06-06T03:15:00Z,KIOSK,4,POSITIVE,CLEANLINESS,cleanup crews were visible without getting in the way,False
442,FDB0000442,2724,3,107,2026-06-10T15:15:00Z,MOBILE_SURVEY,4,NEUTRAL,WAIT_TIME,posted wait times stayed close to the actual experience,False
443,FDB0000443,3565,2,,2026-07-11T20:30:00Z,EMAIL,5,NEUTRAL,CLEANLINESS,cleanup crews were visible without getting in the way,False
444,FDB0000444,1982,2,,2026-08-12T18:30:00Z,MOBILE_SURVEY,4,POSITIVE,VALUE,mobile offers made the day feel better priced,False
445,FDB0000445,1671,5,9,2026-06-15T06:00:00Z,CHATBOT,5,POSITIVE,RIDE_DOWNTIME,the team explained the delay clearly and offered alternatives,False
446,FDB0000446,1014,6,81,2026-06-01T21:00:00Z,KIOSK,3,POSITIVE,ACCESSIBILITY,accessibility staff explained the process clearly and respectfully,False
447,FDB0000447,1265,3,,2026-08-05T09:00:00Z,MOBILE_SURVEY,5,POSITIVE,VALUE,mobile offers made the day feel better priced,False
448,FDB0000448,1892,6,,2026-05-13T19:00:00Z,MOBILE_SURVEY,3,POSITIVE,STAFF_FRIENDLINESS,staff handled questions quickly and stayed upbeat,False
449,FDB0000449,259,3,28,2026-08-04T07:00:00Z,MOBILE_SURVEY,4,POSITIVE,WAIT_TIME,staff kept the line moving and communicated well,False
450,FDB0000450,1592,1,54,2026-07-25T15:15:00Z,MOBILE_SURVEY,4,POSITIVE,ACCESSIBILITY,support options made the visit much easier to manage,False
451,FDB0000451,2097,6,,2026-06-23T08:15:00Z,KIOSK,4,POSITIVE,STAFF_FRIENDLINESS,"operators were calm, friendly, and clear with instructions",False
452,FDB0000452,3186,3,,2026-06-28T01:15:00Z,MOBILE_SURVEY,5,POSITIVE,FOOD_SERVICE,mobile ordering pickup was faster than expected,False
453,FDB0000453,2907,5,,2026-08-07T08:30:00Z,MOBILE_SURVEY,4,NEUTRAL,VALUE,the ticket felt worth it once the add-ons were used,False
454,FDB0000454,3030,3,98,2026-07-09T12:00:00Z,MOBILE_SURVEY,5,POSITIVE,ACCESSIBILITY,support options made the visit much easier to manage,False
455,FDB0000455,3304,2,,2026-05-07T16:00:00Z,MOBILE_SURVEY,3,POSITIVE,VALUE,the ticket felt worth it once the add-ons were used,False
456,FDB0000456,497,3,,2026-07-29T11:30:00Z,EMAIL,5,POSITIVE,VALUE,the mix of rides and entertainment justified the price,False
457,FDB0000457,4104,6,,2026-07-25T03:00:00Z,SMS,3,POSITIVE,VALUE,mobile offers made the day feel better priced,False
458,FDB0000458,3894,2,,2026-06-16T17:45:00Z,EMAIL,3,POSITIVE,CLEANLINESS,the park looked polished even during the afternoon rush,False
459,FDB0000459,625,3,41,2026-05-12T22:15:00Z,KIOSK,3,POSITIVE,WAIT_TIME,staff kept the line moving and communicated well,False
460,FDB0000460,2116,3,,2026-05-03T17:15:00Z,MOBILE_SURVEY,3,POSITIVE,STAFF_FRIENDLINESS,staff handled questions quickly and stayed upbeat,False
461,FDB0000461,1802,6,,2026-07-09T11:15:00Z,EMAIL,3,NEGATIVE,STAFF_FRIENDLINESS,staff instructions were inconsistent at the ride entrance,False
462,FDB0000462,3870,6,,2026-05-26T21:45:00Z,KIOSK,5,POSITIVE,CLEANLINESS,the park looked polished even during the afternoon rush,False
463,FDB0000463,1210,2,,2026-06-30T18:15:00Z,MOBILE_SURVEY,5,POSITIVE,FOOD_SERVICE,mobile ordering pickup was faster than expected,False
464,FDB0000464,1064,2,,2026-08-25T01:15:00Z,MOBILE_SURVEY,4,NEUTRAL,VALUE,the ticket felt worth it once the add-ons were used,False
465,FDB0000465,3037,3,,2026-08-06T19:45:00Z,EMAIL,3,NEUTRAL,CLEANLINESS,cleanup crews were visible without getting in the way,False
466,FDB0000466,4164,5,,2026-08-01T18:00:00Z,EMAIL,5,POSITIVE,VALUE,the mix of rides and entertainment justified the price,False
467,FDB0000467,2067,6,68,2026-07-10T00:45:00Z,MOBILE_SURVEY,3,POSITIVE,RIDE_DOWNTIME,the team explained the delay clearly and offered alternatives,False
468,FDB0000468,2975,3,,2026-08-25T09:30:00Z,MOBILE_SURVEY,4,POSITIVE,FOOD_SERVICE,mobile ordering pickup was faster than expected,False
469,FDB0000469,1243,3,,2026-06-17T23:15:00Z,KIOSK,3,NEGATIVE,STAFF_FRIENDLINESS,the response at the counter felt rushed and impersonal,False
470,FDB0000470,1687,3,57,2026-05-19T10:00:00Z,KIOSK,5,POSITIVE,MASCOT_EXPERIENCE,mascot timing and photo flow worked really well,False
471,FDB0000471,1394,6,,2026-07-11T10:30:00Z,SMS,3,POSITIVE,FOOD_SERVICE,food service stayed efficient even during a busy window,False
472,FDB0000472,3137,5,112,2026-07-21T13:45:00Z,SMS,3,POSITIVE,WAIT_TIME,virtual queue timing was clearer than expected,False
473,FDB0000473,946,1,,2026-06-10T15:00:00Z,EMAIL,2,NEGATIVE,VALUE,premium access pricing was hard to justify,True
474,FDB0000474,788,5,,2026-08-08T13:45:00Z,EMAIL,4,POSITIVE,VALUE,the mix of rides and entertainment justified the price,False
475,FDB0000475,3963,4,30,2026-07-13T03:15:00Z,KIOSK,5,POSITIVE,RIDE_DOWNTIME,staff kept the downtime announcement short and well managed,False
476,FDB0000476,1498,2,58,2026-08-28T00:30:00Z,CHATBOT,4,POSITIVE,WAIT_TIME,staff kept the line moving and communicated well,False
477,FDB0000477,3876,3,,2026-07-20T07:45:00Z,MOBILE_SURVEY,5,POSITIVE,FOOD_SERVICE,food service stayed efficient even during a busy window,False
478,FDB0000478,1221,5,,2026-06-03T09:00:00Z,SMS,5,POSITIVE,FOOD_SERVICE,the dining team handled dietary questions well,False
479,FDB0000479,1672,5,,2026-08-05T20:30:00Z,MOBILE_SURVEY,4,POSITIVE,VALUE,mobile offers made the day feel better priced,False
480,FDB0000480,3807,3,,2026-05-21T03:15:00Z,MOBILE_SURVEY,4,POSITIVE,STAFF_FRIENDLINESS,guest services solved a problem without a long escalation,False
481,FDB0000481,1145,1,,2026-07-11T19:45:00Z,MOBILE_SURVEY,2,NEGATIVE,STAFF_FRIENDLINESS,it took too long to find someone who could help,True
482,FDB0000482,1131,6,81,2026-08-08T14:00:00Z,MOBILE_SURVEY,4,NEUTRAL,ACCESSIBILITY,support options made the visit much easier to manage,False
483,FDB0000483,3657,6,,2026-08-21T18:15:00Z,SMS,4,POSITIVE,FOOD_SERVICE,the dining team handled dietary questions well,False
484,FDB0000484,3622,3,39,2026-08-26T21:00:00Z,MOBILE_SURVEY,3,POSITIVE,ACCESSIBILITY,support options made the visit much easier to manage,False
485,FDB0000485,2029,3,,2026-07-19T19:30:00Z,KIOSK,2,NEGATIVE,CLEANLINESS,tables and walkways stayed messy during peak lunch time,True
486,FDB0000486,2813,1,103,2026-07-13T04:15:00Z,MOBILE_SURVEY,5,NEUTRAL,MASCOT_EXPERIENCE,the entertainment team kept the atmosphere lively,False
487,FDB0000487,2945,6,,2026-05-19T02:00:00Z,MOBILE_SURVEY,3,POSITIVE,CLEANLINESS,cleanup crews were visible without getting in the way,False
488,FDB0000488,2758,4,,2026-05-30T15:45:00Z,MOBILE_SURVEY,1,NEGATIVE,FOOD_SERVICE,the dining line and order handoff felt disorganized,True
489,FDB0000489,1454,1,,2026-08-08T14:45:00Z,MOBILE_SURVEY,5,NEUTRAL,CLEANLINESS,restrooms and public walkways stayed clean all day,False
490,FDB0000490,3218,2,,2026-05-11T13:30:00Z,MOBILE_SURVEY,5,POSITIVE,FOOD_SERVICE,the dining team handled dietary questions well,False
491,FDB0000491,1900,1,,2026-05-12T15:00:00Z,CHATBOT,4,POSITIVE,STAFF_FRIENDLINESS,staff handled questions quickly and stayed upbeat,False
492,FDB0000492,2737,3,,2026-08-28T04:00:00Z,MOBILE_SURVEY,5,POSITIVE,CLEANLINESS,cleanup crews were visible without getting in the way,False
493,FDB0000493,2453,3,,2026-08-26T12:45:00Z,EMAIL,4,POSITIVE,CLEANLINESS,the park looked polished even during the afternoon rush,False
494,FDB0000494,1530,5,,2026-08-20T20:15:00Z,SMS,3,POSITIVE,STAFF_FRIENDLINESS,guest services solved a problem without a long escalation,False
495,FDB0000495,317,1,,2026-07-15T10:15:00Z,CHATBOT,4,POSITIVE,CLEANLINESS,cleanup crews were visible without getting in the way,False
496,FDB0000496,1888,3,,2026-07-16T09:00:00Z,EMAIL,4,NEUTRAL,CLEANLINESS,cleanup crews were visible without getting in the way,False
497,FDB0000497,368,1,31,2026-07-23T09:00:00Z,MOBILE_SURVEY,3,NEGATIVE,ACCESSIBILITY,support was available but not communicated clearly enough,True
498,FDB0000498,1056,4,77,2026-08-02T12:15:00Z,MOBILE_SURVEY,5,NEUTRAL,MASCOT_EXPERIENCE,mascot timing and photo flow worked really well,False
499,FDB0000499,2060,1,,2026-05-27T19:00:00Z,KIOSK,2,NEGATIVE,FOOD_SERVICE,menu communication around allergens could be clearer,True
500,FDB0000500,2484,3,,2026-08-24T09:45:00Z,EMAIL,4,POSITIVE,VALUE,mobile offers made the day feel better priced,False
501,FDB0000501,2408,3,,2026-07-05T15:00:00Z,KIOSK,4,POSITIVE,CLEANLINESS,restrooms and public walkways stayed clean all day,False
502,FDB0000502,1272,3,,2026-07-23T06:45:00Z,MOBILE_SURVEY,4,POSITIVE,STAFF_FRIENDLINESS,staff handled questions quickly and stayed upbeat,False
503,FDB0000503,883,3,,2026-06-27T11:00:00Z,EMAIL,5,POSITIVE,VALUE,mobile offers made the day feel better priced,False
504,FDB0000504,607,1,,2026-07-10T04:45:00Z,MOBILE_SURVEY,4,NEUTRAL,FOOD_SERVICE,mobile ordering pickup was faster than expected,False
505,FDB0000505,912,2,,2026-06-22T08:15:00Z,EMAIL,5,POSITIVE,CLEANLINESS,restrooms and public walkways stayed clean all day,False
506,FDB0000506,2866,2,88,2026-07-12T16:00:00Z,MOBILE_SURVEY,1,NEGATIVE,MASCOT_EXPERIENCE,the mascot set ended abruptly and confused guests nearby,True
507,FDB0000507,3631,3,65,2026-07-08T09:00:00Z,CHATBOT,4,POSITIVE,ACCESSIBILITY,alternate entrance handling was smooth and well staffed,False
508,FDB0000508,379,1,26,2026-05-24T03:00:00Z,EMAIL,2,NEGATIVE,RIDE_DOWNTIME,downtime disrupted the visit more than expected,True
509,FDB0000509,2118,1,84,2026-05-04T16:30:00Z,KIOSK,4,POSITIVE,RIDE_DOWNTIME,recovery options made the outage less frustrating,False
510,FDB0000510,1570,1,31,2026-07-27T16:00:00Z,EMAIL,3,POSITIVE,WAIT_TIME,posted wait times stayed close to the actual experience,False
511,FDB0000511,1120,4,62,2026-08-11T15:45:00Z,CHATBOT,5,NEUTRAL,RIDE_DOWNTIME,staff kept the downtime announcement short and well managed,False
512,FDB0000512,3108,4,,2026-06-23T20:15:00Z,MOBILE_SURVEY,4,POSITIVE,CLEANLINESS,cleanup crews were visible without getting in the way,False
513,FDB0000513,3796,3,57,2026-06-09T20:15:00Z,KIOSK,5,POSITIVE,ACCESSIBILITY,support options made the visit much easier to manage,False
514,FDB0000514,1813,6,,2026-05-03T20:15:00Z,EMAIL,4,POSITIVE,FOOD_SERVICE,mobile ordering pickup was faster than expected,False
515,FDB0000515,67,4,53,2026-06-07T05:30:00Z,MOBILE_SURVEY,5,POSITIVE,MASCOT_EXPERIENCE,the character interaction felt organized and memorable,False
516,FDB0000516,121,1,,2026-05-03T19:30:00Z,SMS,5,POSITIVE,CLEANLINESS,restrooms and public walkways stayed clean all day,False
517,FDB0000517,1477,3,,2026-07-23T21:30:00Z,CHATBOT,1,NEGATIVE,VALUE,food and add-ons pushed the visit above expectations,True
518,FDB0000518,2190,5,,2026-07-14T00:15:00Z,CHATBOT,5,POSITIVE,STAFF_FRIENDLINESS,staff handled questions quickly and stayed upbeat,False
519,FDB0000519,2262,1,99,2026-07-05T19:30:00Z,MOBILE_SURVEY,4,POSITIVE,WAIT_TIME,posted wait times stayed close to the actual experience,False
520,FDB0000520,78,2,88,2026-06-26T18:30:00Z,MOBILE_SURVEY,1,NEGATIVE,ACCESSIBILITY,the process required too many separate explanations,True
521,FDB0000521,2184,3,,2026-06-07T03:15:00Z,MOBILE_SURVEY,1,NEGATIVE,STAFF_FRIENDLINESS,it took too long to find someone who could help,True
522,FDB0000522,241,3,70,2026-05-27T22:30:00Z,KIOSK,5,NEUTRAL,WAIT_TIME,posted wait times stayed close to the actual experience,False
523,FDB0000523,1587,1,43,2026-07-10T00:00:00Z,EMAIL,3,POSITIVE,WAIT_TIME,posted wait times stayed close to the actual experience,False
524,FDB0000524,2299,5,,2026-05-15T10:45:00Z,MOBILE_SURVEY,4,POSITIVE,VALUE,the ticket felt worth it once the add-ons were used,False
525,FDB0000525,730,3,,2026-05-03T14:00:00Z,EMAIL,4,POSITIVE,STAFF_FRIENDLINESS,guest services solved a problem without a long escalation,False
526,FDB0000526,2003,1,50,2026-06-13T16:45:00Z,EMAIL,2,NEGATIVE,MASCOT_EXPERIENCE,the mascot set ended abruptly and confused guests nearby,True
527,FDB0000527,3921,3,,2026-05-15T22:00:00Z,EMAIL,2,NEGATIVE,STAFF_FRIENDLINESS,the response at the counter felt rushed and impersonal,True
528,FDB0000528,1193,5,,2026-05-29T09:45:00Z,MOBILE_SURVEY,2,NEGATIVE,FOOD_SERVICE,food pickup lagged behind the quoted collection time,True
529,FDB0000529,2217,5,,2026-05-07T06:00:00Z,CHATBOT,5,POSITIVE,STAFF_FRIENDLINESS,"operators were calm, friendly, and clear with instructions",False
530,FDB0000530,2737,3,,2026-08-27T11:15:00Z,MOBILE_SURVEY,5,POSITIVE,VALUE,the mix of rides and entertainment justified the price,False
531,FDB0000531,421,5,9,2026-07-30T02:00:00Z,MOBILE_SURVEY,5,POSITIVE,WAIT_TIME,staff kept the line moving and communicated well,False
532,FDB0000532,4134,3,48,2026-06-10T19:30:00Z,MOBILE_SURVEY,3,POSITIVE,ACCESSIBILITY,support options made the visit much easier to manage,False
533,FDB0000533,3612,5,15,2026-06-11T23:15:00Z,MOBILE_SURVEY,4,POSITIVE,WAIT_TIME,virtual queue timing was clearer than expected,False
534,FDB0000534,1955,1,50,2026-05-26T00:15:00Z,MOBILE_SURVEY,5,POSITIVE,MASCOT_EXPERIENCE,mascot timing and photo flow worked really well,False
535,FDB0000535,1880,1,59,2026-08-16T13:45:00Z,MOBILE_SURVEY,4,POSITIVE,MASCOT_EXPERIENCE,the character interaction felt organized and memorable,False
536,FDB0000536,129,5,,2026-06-23T23:15:00Z,SMS,2,NEGATIVE,FOOD_SERVICE,the dining line and order handoff felt disorganized,True
537,FDB0000537,2203,1,,2026-08-11T09:15:00Z,MOBILE_SURVEY,5,POSITIVE,FOOD_SERVICE,the dining team handled dietary questions well,False
538,FDB0000538,3193,5,15,2026-06-12T22:45:00Z,EMAIL,4,NEUTRAL,WAIT_TIME,posted wait times stayed close to the actual experience,False
539,FDB0000539,4004,5,,2026-06-12T19:15:00Z,EMAIL,1,NEGATIVE,CLEANLINESS,tables and walkways stayed messy during peak lunch time,True
540,FDB0000540,2459,6,,2026-07-30T03:30:00Z,KIOSK,4,POSITIVE,STAFF_FRIENDLINESS,guest services solved a problem without a long escalation,False
541,FDB0000541,3429,1,,2026-07-09T16:00:00Z,MOBILE_SURVEY,1,NEGATIVE,VALUE,the experience felt expensive once extras were added,True
542,FDB0000542,308,1,,2026-08-15T22:15:00Z,MOBILE_SURVEY,3,NEGATIVE,FOOD_SERVICE,food pickup lagged behind the quoted collection time,False
543,FDB0000543,485,5,,2026-06-16T17:30:00Z,MOBILE_SURVEY,3,POSITIVE,STAFF_FRIENDLINESS,staff handled questions quickly and stayed upbeat,False
